#"+ Scan (rt: 5.965-6.632 min, 25 scans) MDM2C Crude More.d  Subtract Deconvoluted (Isotope Width=1.0)"
#Point,X(Daltons),Y(Counts)
733,2366.50,0.0675883218646049
734,2367.00,0.010803859680891
735,2367.50,0.00348925730213523
736,2368.00,0.00645556161180139
737,2368.50,0.0201607793569565
738,2369.00,0.0590578615665436
739,2369.50,0.0971878916025162
740,2370.00,0.0670744180679321
741,2370.50,0.0307114478200674
742,2371.00,0.0235845353454351
743,2371.50,0.0322032943367958
744,2372.00,0.0455482341349125
745,2372.50,0.0520408675074577
746,2373.00,0.0535552054643631
747,2373.50,0.0808897092938423
748,2374.00,0.110923260450363
749,2374.50,0.0762044489383698
750,2375.00,0.0559230819344521
751,2375.50,0.0569040812551975
752,2376.00,0.0489815250039101
753,2376.50,0.0397226735949516
754,2377.00,0.0360423140227795
755,2377.50,0.037464052438736
756,2378.00,0.036029938608408
757,2378.50,0.0194922294467688
758,2379.00,0.00742864888161421
759,2379.50,0.00342808710411191
760,2380.00,0.00156976818107069
761,2380.50,0.000922509003430605
762,2381.00,0.00298745627515018
763,2381.50,0.0213043484836817
764,2382.00,0.0376612059772015
765,2382.50,0.0229119770228863
766,2383.00,0.0130029795691371
767,2383.50,0.00881500914692879
768,2384.00,0.00537793571129441
769,2384.50,0.00177092442754656
770,2385.00,0.000644287094473839
771,2385.50,0.00127238838467747
772,2386.00,0.0387376919388771
773,2386.50,0.518424689769745
774,2387.00,0.240626841783524
775,2387.50,0.151749774813652
776,2388.00,0.42548194527626
777,2388.50,0.290580809116364
778,2389.00,0.377984344959259
779,2389.50,0.799060106277466
780,2390.00,0.164969697594643
781,2390.50,0.0218780357390642
782,2391.00,0.0498632565140724
783,2391.50,0.155964255332947
784,2392.00,0.0471675656735897
785,2392.50,0.0100107882171869
786,2393.00,0.0118277287110686
787,2393.50,0.0182556621730328
788,2394.00,0.0222121551632881
789,2394.50,0.0393147692084312
790,2395.00,0.0987253040075302
791,2395.50,0.214104652404785
792,2396.00,0.286320358514786
793,2396.50,0.191391333937645
794,2397.00,0.0728113576769829
795,2397.50,0.0285024102777243
796,2398.00,0.0208679735660553
797,2398.50,0.0277081355452538
798,2399.00,0.0438491441309452
799,2399.50,0.0815048888325691
800,2400.00,0.112838491797447
801,2400.50,0.0602300204336643
802,2401.00,0.0163096319884062
803,2401.50,0.00806823652237654
804,2402.00,0.014986015856266
805,2402.50,0.0287061389535666
806,2403.00,0.0397920459508896
807,2403.50,0.0796563550829887
808,2404.00,0.0848511531949043
809,2404.50,0.0315269902348518
810,2405.00,0.0171821191906929
811,2405.50,0.019867179915309
812,2406.00,0.0182085055857897
813,2406.50,0.0147733436897397
814,2407.00,0.0198776125907898
815,2407.50,0.0245524328202009
816,2408.00,0.0146868862211704
817,2408.50,0.00667372019961476
818,2409.00,0.00513009261339903
819,2409.50,0.0078330859541893
820,2410.00,0.0129970889538527
821,2410.50,0.0194396004080772
822,2411.00,0.0309910010546446
823,2411.50,0.0338942781090736
824,2412.00,0.028960969299078
825,2412.50,0.0281786508858204
826,2413.00,0.0149680646136403
827,2413.50,0.005688501521945
828,2414.00,0.00592245208099484
829,2414.50,0.0107772713527083
830,2415.00,0.00768468715250492
831,2415.50,0.00356947374530137
832,2416.00,0.00553491758182645
833,2416.50,0.0136493099853396
834,2417.00,0.0225214455276728
835,2417.50,0.0462873168289661
