#"+ Scan (rt: 4.163-4.411 min, 16 scans) MDM2C F86.d  Deconvoluted (Isotope Width=1.0)"
#Point,X(Daltons),Y(Counts)
479,2239.50,0.002804737072438
480,2240.00,0.0120371859520674
481,2240.50,0.0475465580821037
482,2241.00,0.0743709057569504
483,2241.50,0.0263603087514639
484,2242.00,0.00399173749610782
485,2242.50,0.00107628793921322
486,2243.00,0.00131438346579671
487,2243.50,0.00524466019123793
488,2244.00,0.0216375477612019
489,2244.50,0.0481793582439423
490,2245.00,0.0633090138435364
491,2245.50,0.0713363066315651
492,2246.00,0.0669955611228943
493,2246.50,0.0425134338438511
494,2247.00,0.0261264350265265
495,2247.50,0.0312350522726774
496,2248.00,0.133734628558159
497,2248.50,0.988577902317047
498,2249.00,3.14137482643127
499,2249.50,2.65203547477722
500,2250.00,0.867556869983673
501,2250.50,0.246104642748833
502,2251.00,0.146397635340691
503,2251.50,0.23541197180748
504,2252.00,0.633215487003326
505,2252.50,1.92144215106964
506,2253.00,4.36171245574951
507,2253.50,6.02782583236694
508,2254.00,7.13447523117065
509,2254.50,10.136420249939
510,2255.00,20.7382583618164
511,2255.50,40.5181846618652
512,2256.00,37.3855361938477
513,2256.50,14.8815498352051
514,2257.00,3.58896422386169
515,2257.50,1.03686022758484
516,2258.00,0.787625968456268
517,2258.50,1.55097115039825
518,2259.00,3.03750872612
519,2259.50,3.47754335403442
520,2260.00,3.30860424041748
521,2260.50,2.47823357582092
522,2261.00,0.935709893703461
523,2261.50,0.292463928461075
524,2262.00,0.181709915399551
525,2262.50,0.206527903676033
526,2263.00,0.256569504737854
527,2263.50,0.291674375534058
528,2264.00,0.29016774892807
529,2264.50,0.287615597248077
530,2265.00,0.301331043243408
531,2265.50,0.187246546149254
532,2266.00,0.0489192269742489
533,2266.50,0.0127258272841573
534,2267.00,0.00911357346922159
535,2267.50,0.0156431403011084
536,2268.00,0.0433235988020897
537,2268.50,0.102381683886051
538,2269.00,0.10692248493433
539,2269.50,0.0644363835453987
540,2270.00,0.0531557463109493
541,2270.50,0.0858124643564224
542,2271.00,0.129977613687515
543,2271.50,0.0995521768927574
544,2272.00,0.0691525340080261
545,2272.50,0.113175369799137
546,2273.00,0.296106725931168
547,2273.50,0.667865097522736
548,2274.00,1.12166666984558
549,2274.50,1.18952906131744
550,2275.00,0.946530342102051
551,2275.50,0.590610206127167
552,2276.00,0.288553833961487
553,2276.50,0.167138546705246
554,2277.00,0.219108432531357
555,2277.50,0.495335519313812
556,2278.00,0.768828928470612
557,2278.50,1.21103584766388
558,2279.00,2.54972887039185
559,2279.50,3.21805477142334
560,2280.00,2.26102232933044
561,2280.50,1.47973465919495
562,2281.00,0.773025035858154
563,2281.50,0.270748257637024
564,2282.00,0.130978420376778
565,2282.50,0.163044348359108
566,2283.00,0.357210665941238
567,2283.50,0.564099848270416
568,2284.00,0.460896015167236
569,2284.50,0.26034939289093
570,2285.00,0.247152075171471
571,2285.50,0.659126281738281
572,2286.00,2.19602870941162
573,2286.50,4.99682140350342
574,2287.00,5.6874828338623
575,2287.50,2.58774018287659
576,2288.00,0.993308246135712
577,2288.50,0.726167500019073
578,2289.00,0.688206911087036
579,2289.50,0.570871591567993
580,2290.00,0.449612677097321
